DATE,COUNTRY,CITY,VALUE
09-01-2020,US,Staten Island,17
10-01-2020,US,Staten Island,21
10-01-2020,US,Staten Island,21
11-01-2020,US,Staten Island,15
12-01-2020,US,Staten Island,21
13-01-2020,US,Staten Island,45
14-01-2020,US,Staten Island,49
15-01-2020,US,Staten Island,50
16-01-2020,US,Staten Island,40
17-01-2020,US,Staten Island,25
18-01-2020,US,Staten Island,19
19-01-2020,US,Staten Island,29
20-01-2020,US,Staten Island,25
21-01-2020,US,Staten Island,25
22-01-2020,US,Staten Island,36
23-01-2020,US,Staten Island,63
24-01-2020,US,Staten Island,69
25-01-2020,US,Staten Island,25
26-01-2020,US,Staten Island,22
27-01-2020,US,Staten Island,26
28-01-2020,US,Staten Island,18
29-01-2020,US,Staten Island,19
30-01-2020,US,Staten Island,33
31-01-2020,US,Staten Island,45
01-02-2020,US,Staten Island,46
01-02-2020,US,Staten Island,46
02-02-2020,US,Staten Island,41
03-02-2020,US,Staten Island,51
04-02-2020,US,Staten Island,12
04-02-2020,US,Staten Island,12
05-02-2020,US,Staten Island,15
06-02-2020,US,Staten Island,27
07-02-2020,US,Staten Island,30
07-02-2020,US,Staten Island,30
08-02-2020,US,Staten Island,39
09-02-2020,US,Staten Island,30
10-02-2020,US,Staten Island,18
10-02-2020,US,Staten Island,18
11-02-2020,US,Staten Island,10
12-02-2020,US,Staten Island,18
13-02-2020,US,Staten Island,29
14-02-2020,US,Staten Island,19
15-02-2020,US,Staten Island,17
16-02-2020,US,Staten Island,30
17-02-2020,US,Staten Island,51
18-02-2020,US,Staten Island,41
19-02-2020,US,Staten Island,24
20-02-2020,US,Staten Island,20
21-02-2020,US,Staten Island,21
22-02-2020,US,Staten Island,35
23-02-2020,US,Staten Island,43
24-02-2020,US,Staten Island,58
25-02-2020,US,Staten Island,40
26-02-2020,US,Staten Island,49
27-02-2020,US,Staten Island,17
28-02-2020,US,Staten Island,25
29-02-2020,US,Staten Island,18
01-03-2020,US,Staten Island,53
01-03-2020,US,Staten Island,53
02-03-2020,US,Staten Island,50
03-03-2020,US,Staten Island,42
04-03-2020,US,Staten Island,10
04-03-2020,US,Staten Island,10
05-03-2020,US,Staten Island,27
06-03-2020,US,Staten Island,35
07-03-2020,US,Staten Island,52
07-03-2020,US,Staten Island,52
08-03-2020,US,Staten Island,25
09-03-2020,US,Staten Island,25
10-03-2020,US,Staten Island,19
10-03-2020,US,Staten Island,19
11-03-2020,US,Staten Island,30
12-03-2020,US,Staten Island,31
13-03-2020,US,Staten Island,20
14-03-2020,US,Staten Island,17
15-03-2020,US,Staten Island,20
16-03-2020,US,Staten Island,20
17-03-2020,US,Staten Island,21
18-03-2020,US,Staten Island,21
19-03-2020,US,Staten Island,24
20-03-2020,US,Staten Island,38
21-03-2020,US,Staten Island,18
22-03-2020,US,Staten Island,21
23-03-2020,US,Staten Island,15
24-03-2020,US,Staten Island,14
25-03-2020,US,Staten Island,22
26-03-2020,US,Staten Island,25
27-03-2020,US,Staten Island,25
28-03-2020,US,Staten Island,25
29-03-2020,US,Staten Island,13
30-03-2020,US,Staten Island,23
30-03-2020,US,Staten Island,23
31-03-2020,US,Staten Island,13
31-03-2020,US,Staten Island,13
01-04-2020,US,Staten Island,43
01-04-2020,US,Staten Island,43
02-04-2020,US,Staten Island,53
03-04-2020,US,Staten Island,16
04-04-2020,US,Staten Island,13
04-04-2020,US,Staten Island,13
05-04-2020,US,Staten Island,15
06-04-2020,US,Staten Island,33
07-04-2020,US,Staten Island,36
07-04-2020,US,Staten Island,36
08-04-2020,US,Staten Island,28
09-04-2020,US,Staten Island,34
10-04-2020,US,Staten Island,29
10-04-2020,US,Staten Island,29
11-04-2020,US,Staten Island,38
12-04-2020,US,Staten Island,34
13-04-2020,US,Staten Island,15
14-04-2020,US,Staten Island,11
15-04-2020,US,Staten Island,13
16-04-2020,US,Staten Island,23
17-04-2020,US,Staten Island,20
18-04-2020,US,Staten Island,22
19-04-2020,US,Staten Island,26
20-04-2020,US,Staten Island,23
21-04-2020,US,Staten Island,37
22-04-2020,US,Staten Island,27
23-04-2020,US,Staten Island,35
24-04-2020,US,Staten Island,29
25-04-2020,US,Staten Island,30
26-04-2020,US,Staten Island,15
27-04-2020,US,Staten Island,9
28-04-2020,US,Staten Island,15
29-04-2020,US,Staten Island,30
30-04-2020,US,Staten Island,28
01-05-2020,US,Staten Island,22
01-05-2020,US,Staten Island,22
02-05-2020,US,Staten Island,17
03-05-2020,US,Staten Island,23
04-05-2020,US,Staten Island,39
04-05-2020,US,Staten Island,39
05-05-2020,US,Staten Island,11
06-05-2020,US,Staten Island,30
07-05-2020,US,Staten Island,53
07-05-2020,US,Staten Island,53
08-05-2020,US,Staten Island,29
09-05-2020,US,Staten Island,23
10-05-2020,US,Staten Island,26
11-05-2020,US,Staten Island,42
12-05-2020,US,Staten Island,22
13-05-2020,US,Staten Island,17
14-05-2020,US,Staten Island,28
15-05-2020,US,Staten Island,43
16-05-2020,US,Staten Island,25
17-05-2020,US,Staten Island,12
18-05-2020,US,Staten Island,14
19-05-2020,US,Staten Island,16
20-05-2020,US,Staten Island,10
21-05-2020,US,Staten Island,18
22-05-2020,US,Staten Island,31
23-05-2020,US,Staten Island,18
24-05-2020,US,Staten Island,22
25-05-2020,US,Staten Island,25
26-05-2020,US,Staten Island,19
27-05-2020,US,Staten Island,18
28-05-2020,US,Staten Island,13
29-05-2020,US,Staten Island,17
30-05-2020,US,Staten Island,15
31-05-2020,US,Staten Island,10
01-06-2020,US,Staten Island,33
02-06-2020,US,Staten Island,40
03-06-2020,US,Staten Island,25
04-06-2020,US,Staten Island,21
05-06-2020,US,Staten Island,20
06-06-2020,US,Staten Island,26
07-06-2020,US,Staten Island,48
08-06-2020,US,Staten Island,42
09-06-2020,US,Staten Island,34
10-06-2020,US,Staten Island,31
11-06-2020,US,Staten Island,53
12-06-2020,US,Staten Island,13
13-06-2020,US,Staten Island,10
14-06-2020,US,Staten Island,15
15-06-2020,US,Staten Island,20
16-06-2020,US,Staten Island,18
17-06-2020,US,Staten Island,25
18-06-2020,US,Staten Island,17
19-06-2020,US,Staten Island,13
20-06-2020,US,Staten Island,36
21-06-2020,US,Staten Island,34
22-06-2020,US,Staten Island,20
23-06-2020,US,Staten Island,38
24-06-2020,US,Staten Island,38
25-06-2020,US,Staten Island,33
26-06-2020,US,Staten Island,41
27-06-2020,US,Staten Island,51
28-06-2020,US,Staten Island,38
29-06-2020,US,Staten Island,28
29-06-2020,US,Staten Island,28
30-06-2020,US,Staten Island,20
30-06-2020,US,Staten Island,20
01-07-2020,US,Staten Island,38
02-07-2020,US,Staten Island,29
03-07-2020,US,Staten Island,19
04-07-2020,US,Staten Island,19
05-07-2020,US,Staten Island,12
06-07-2020,US,Staten Island,13
07-07-2020,US,Staten Island,33
08-07-2020,US,Staten Island,38
09-07-2020,US,Staten Island,25
10-07-2020,US,Staten Island,30
11-07-2020,US,Staten Island,61
12-07-2020,US,Staten Island,20
13-07-2020,US,Staten Island,21
14-07-2020,US,Staten Island,14
15-07-2020,US,Staten Island,25
16-07-2020,US,Staten Island,13
17-07-2020,US,Staten Island,38
18-07-2020,US,Staten Island,38
19-07-2020,US,Staten Island,51
20-07-2020,US,Staten Island,46
21-07-2020,US,Staten Island,30
22-07-2020,US,Staten Island,46
23-07-2020,US,Staten Island,26
24-07-2020,US,Staten Island,25
25-07-2020,US,Staten Island,30
26-07-2020,US,Staten Island,25
27-07-2020,US,Staten Island,48
28-07-2020,US,Staten Island,48
29-07-2020,US,Staten Island,34
30-07-2020,US,Staten Island,37
31-07-2020,US,Staten Island,30
01-08-2020,US,Staten Island,35
02-08-2020,US,Staten Island,29
03-08-2020,US,Staten Island,20
04-08-2020,US,Staten Island,35
05-08-2020,US,Staten Island,9
06-08-2020,US,Staten Island,13
07-08-2020,US,Staten Island,45
08-08-2020,US,Staten Island,39
09-08-2020,US,Staten Island,25
10-08-2020,US,Staten Island,11
11-08-2020,US,Staten Island,80
12-08-2020,US,Staten Island,21
13-08-2020,US,Staten Island,46
14-08-2020,US,Staten Island,48
15-08-2020,US,Staten Island,42
16-08-2020,US,Staten Island,30
17-08-2020,US,Staten Island,25
18-08-2020,US,Staten Island,15
19-08-2020,US,Staten Island,38
20-08-2020,US,Staten Island,15
21-08-2020,US,Staten Island,31
22-08-2020,US,Staten Island,34
23-08-2020,US,Staten Island,34
24-08-2020,US,Staten Island,25
25-08-2020,US,Staten Island,36
26-08-2020,US,Staten Island,13
27-08-2020,US,Staten Island,38
28-08-2020,US,Staten Island,34
29-08-2020,US,Staten Island,17
30-08-2020,US,Staten Island,20
31-08-2020,US,Staten Island,17
01-09-2020,US,Staten Island,33
02-09-2020,US,Staten Island,50
03-09-2020,US,Staten Island,36
04-09-2020,US,Staten Island,17
05-09-2020,US,Staten Island,7
06-09-2020,US,Staten Island,33
07-09-2020,US,Staten Island,30
08-09-2020,US,Staten Island,32
09-09-2020,US,Staten Island,31
10-09-2020,US,Staten Island,21
11-09-2020,US,Staten Island,76
12-09-2020,US,Staten Island,39
13-09-2020,US,Staten Island,25
14-09-2020,US,Staten Island,14
15-09-2020,US,Staten Island,17
16-09-2020,US,Staten Island,18
17-09-2020,US,Staten Island,28
18-09-2020,US,Staten Island,27
19-09-2020,US,Staten Island,23
20-09-2020,US,Staten Island,22
21-09-2020,US,Staten Island,21
22-09-2020,US,Staten Island,17
23-09-2020,US,Staten Island,32
24-09-2020,US,Staten Island,56
25-09-2020,US,Staten Island,65
26-09-2020,US,Staten Island,43
27-09-2020,US,Staten Island,20
28-09-2020,US,Staten Island,21
28-09-2020,US,Staten Island,21
29-09-2020,US,Staten Island,21
29-09-2020,US,Staten Island,21
30-09-2020,US,Staten Island,20
30-09-2020,US,Staten Island,20
01-10-2020,US,Staten Island,34
02-10-2020,US,Staten Island,33
03-10-2020,US,Staten Island,37
04-10-2020,US,Staten Island,15
05-10-2020,US,Staten Island,11
06-10-2020,US,Staten Island,45
07-10-2020,US,Staten Island,18
08-10-2020,US,Staten Island,45
09-10-2020,US,Staten Island,17
10-10-2020,US,Staten Island,29
11-10-2020,US,Staten Island,47
12-10-2020,US,Staten Island,39
13-10-2020,US,Staten Island,10
14-10-2020,US,Staten Island,23
15-10-2020,US,Staten Island,34
16-10-2020,US,Staten Island,14
17-10-2020,US,Staten Island,19
18-10-2020,US,Staten Island,45
19-10-2020,US,Staten Island,23
20-10-2020,US,Staten Island,20
21-10-2020,US,Staten Island,21
22-10-2020,US,Staten Island,42
23-10-2020,US,Staten Island,21
24-10-2020,US,Staten Island,23
25-10-2020,US,Staten Island,16
26-10-2020,US,Staten Island,33
27-10-2020,US,Staten Island,33
28-10-2020,US,Staten Island,25
29-10-2020,US,Staten Island,19
30-10-2020,US,Staten Island,20
31-10-2020,US,Staten Island,27
01-11-2020,US,Staten Island,33
02-11-2020,US,Staten Island,38
03-11-2020,US,Staten Island,25
04-11-2020,US,Staten Island,17
05-11-2020,US,Staten Island,11
06-11-2020,US,Staten Island,33
07-11-2020,US,Staten Island,28
08-11-2020,US,Staten Island,39
09-11-2020,US,Staten Island,17
10-11-2020,US,Staten Island,38
11-11-2020,US,Staten Island,13
12-11-2020,US,Staten Island,57
13-11-2020,US,Staten Island,21
14-11-2020,US,Staten Island,36
15-11-2020,US,Staten Island,26
16-11-2020,US,Staten Island,18
17-11-2020,US,Staten Island,24
18-11-2020,US,Staten Island,17
19-11-2020,US,Staten Island,28
20-11-2020,US,Staten Island,37
21-11-2020,US,Staten Island,53
22-11-2020,US,Staten Island,22
23-11-2020,US,Staten Island,25
24-11-2020,US,Staten Island,25
25-11-2020,US,Staten Island,29
26-11-2020,US,Staten Island,34
27-11-2020,US,Staten Island,31
28-11-2020,US,Staten Island,30
29-11-2020,US,Staten Island,42
30-11-2020,US,Staten Island,32
01-12-2020,US,Staten Island,28
02-12-2020,US,Staten Island,28
03-12-2020,US,Staten Island,34
04-12-2020,US,Staten Island,35
05-12-2020,US,Staten Island,8
06-12-2020,US,Staten Island,18
07-12-2020,US,Staten Island,22
08-12-2020,US,Staten Island,48
09-12-2020,US,Staten Island,14
10-12-2020,US,Staten Island,9
11-12-2020,US,Staten Island,15
12-12-2020,US,Staten Island,87
13-12-2020,US,Staten Island,50
14-12-2020,US,Staten Island,25
15-12-2020,US,Staten Island,20
16-12-2020,US,Staten Island,21
17-12-2020,US,Staten Island,20
18-12-2020,US,Staten Island,30
19-12-2020,US,Staten Island,48
20-12-2020,US,Staten Island,58
21-12-2020,US,Staten Island,61
22-12-2020,US,Staten Island,54
23-12-2020,US,Staten Island,24
24-12-2020,US,Staten Island,31
25-12-2020,US,Staten Island,26
26-12-2020,US,Staten Island,30
27-12-2020,US,Staten Island,42
28-12-2020,US,Staten Island,42
28-12-2020,US,Staten Island,42
29-12-2020,US,Staten Island,23
29-12-2020,US,Staten Island,23
30-12-2020,US,Staten Island,23
30-12-2020,US,Staten Island,23
31-12-2020,US,Staten Island,38
31-12-2020,US,Staten Island,38
01-01-2021,US,Staten Island,40
01-01-2021,US,Staten Island,40
02-01-2021,US,Staten Island,18
03-01-2021,US,Staten Island,23
04-01-2021,US,Staten Island,17
05-01-2021,US,Staten Island,9
06-01-2021,US,Staten Island,42
13-01-2021,US,Staten Island,68
14-01-2021,US,Staten Island,74
15-01-2021,US,Staten Island,64
16-01-2021,US,Staten Island,18
17-01-2021,US,Staten Island,32
18-01-2021,US,Staten Island,30
19-01-2021,US,Staten Island,34
20-01-2021,US,Staten Island,35
21-01-2021,US,Staten Island,27
22-01-2021,US,Staten Island,38
23-01-2021,US,Staten Island,22
24-01-2021,US,Staten Island,18
25-01-2021,US,Staten Island,25
26-01-2021,US,Staten Island,32
27-01-2021,US,Staten Island,32
28-01-2021,US,Staten Island,21
29-01-2021,US,Staten Island,13
30-01-2021,US,Staten Island,15
31-01-2021,US,Staten Island,28
01-02-2021,US,Staten Island,25
01-02-2021,US,Staten Island,25
02-02-2021,US,Staten Island,16
03-02-2021,US,Staten Island,19
04-02-2021,US,Staten Island,12
05-02-2021,US,Staten Island,25
06-02-2021,US,Staten Island,33
13-02-2021,US,Staten Island,28
14-02-2021,US,Staten Island,40
15-02-2021,US,Staten Island,38
16-02-2021,US,Staten Island,21
17-02-2021,US,Staten Island,27
18-02-2021,US,Staten Island,27
19-02-2021,US,Staten Island,33
20-02-2021,US,Staten Island,36
21-02-2021,US,Staten Island,38
22-02-2021,US,Staten Island,42
23-02-2021,US,Staten Island,46
24-02-2021,US,Staten Island,27
25-02-2021,US,Staten Island,24
26-02-2021,US,Staten Island,25
27-02-2021,US,Staten Island,21
28-02-2021,US,Staten Island,39
01-03-2021,US,Staten Island,35
01-03-2021,US,Staten Island,35
02-03-2021,US,Staten Island,20
03-03-2021,US,Staten Island,30
04-03-2021,US,Staten Island,15
05-03-2021,US,Staten Island,35
06-03-2021,US,Staten Island,24
13-03-2021,US,Staten Island,21
14-03-2021,US,Staten Island,23
15-03-2021,US,Staten Island,18
16-03-2021,US,Staten Island,21
17-03-2021,US,Staten Island,31
18-03-2021,US,Staten Island,18
19-03-2021,US,Staten Island,21
20-03-2021,US,Staten Island,27
21-03-2021,US,Staten Island,45
22-03-2021,US,Staten Island,46
23-03-2021,US,Staten Island,42
24-03-2021,US,Staten Island,33
25-03-2021,US,Staten Island,28
26-03-2021,US,Staten Island,31
27-03-2021,US,Staten Island,19
28-03-2021,US,Staten Island,20
29-03-2021,US,Staten Island,14
30-03-2021,US,Staten Island,30
31-03-2021,US,Staten Island,22
01-04-2021,US,Staten Island,29
02-04-2021,US,Staten Island,19
03-04-2021,US,Staten Island,33
04-04-2021,US,Staten Island,31
05-04-2021,US,Staten Island,23
06-04-2021,US,Staten Island,21
13-04-2021,US,Staten Island,17
14-04-2021,US,Staten Island,33
15-04-2021,US,Staten Island,27
16-04-2021,US,Staten Island,12
17-04-2021,US,Staten Island,10
18-04-2021,US,Staten Island,20
19-04-2021,US,Staten Island,43
20-04-2021,US,Staten Island,34
21-04-2021,US,Staten Island,27
22-04-2021,US,Staten Island,13
23-04-2021,US,Staten Island,21
24-04-2021,US,Staten Island,44
25-04-2021,US,Staten Island,37
26-04-2021,US,Staten Island,15
27-04-2021,US,Staten Island,20
28-04-2021,US,Staten Island,54
29-04-2021,US,Staten Island,53
30-04-2021,US,Staten Island,15
01-05-2021,US,Staten Island,34
02-05-2021,US,Staten Island,39
03-05-2021,US,Staten Island,13
04-05-2021,US,Staten Island,26
05-05-2021,US,Staten Island,36
06-05-2021,US,Staten Island,42
13-05-2021,US,Staten Island,17
14-05-2021,US,Staten Island,27
15-05-2021,US,Staten Island,36
16-05-2021,US,Staten Island,35
17-05-2021,US,Staten Island,45
18-05-2021,US,Staten Island,34
19-05-2021,US,Staten Island,45
20-05-2021,US,Staten Island,25
21-05-2021,US,Staten Island,30
22-05-2021,US,Staten Island,52
23-05-2021,US,Staten Island,41
24-05-2021,US,Staten Island,24
25-05-2021,US,Staten Island,32
26-05-2021,US,Staten Island,51
27-05-2021,US,Staten Island,20
28-05-2021,US,Staten Island,20
29-05-2021,US,Staten Island,7
30-05-2021,US,Staten Island,11
31-05-2021,US,Staten Island,15
01-01-2019,US,Tallahassee,26
02-01-2019,US,Tallahassee,28
03-01-2019,US,Tallahassee,24
04-01-2019,US,Tallahassee,24
05-01-2019,US,Tallahassee,36
06-01-2019,US,Tallahassee,43
07-01-2019,US,Tallahassee,39
08-01-2019,US,Tallahassee,34
09-01-2019,US,Tallahassee,31
10-01-2019,US,Tallahassee,56
10-01-2019,US,Tallahassee,56
11-01-2019,US,Tallahassee,24
12-01-2019,US,Tallahassee,21
13-01-2019,US,Tallahassee,26
14-01-2019,US,Tallahassee,27
15-01-2019,US,Tallahassee,35
16-01-2019,US,Tallahassee,52
17-01-2019,US,Tallahassee,47
18-01-2019,US,Tallahassee,36
19-01-2019,US,Tallahassee,33
20-01-2019,US,Tallahassee,44
21-01-2019,US,Tallahassee,30
22-01-2019,US,Tallahassee,27
23-01-2019,US,Tallahassee,33
24-01-2019,US,Tallahassee,19
25-01-2019,US,Tallahassee,32
26-01-2019,US,Tallahassee,32
27-01-2019,US,Tallahassee,37
28-01-2019,US,Tallahassee,54
29-01-2019,US,Tallahassee,23
30-01-2019,US,Tallahassee,23
31-01-2019,US,Tallahassee,33
01-02-2019,US,Tallahassee,16
02-02-2019,US,Tallahassee,24
03-02-2019,US,Tallahassee,24
04-02-2019,US,Tallahassee,25
05-02-2019,US,Tallahassee,37
06-02-2019,US,Tallahassee,53
07-02-2019,US,Tallahassee,48
08-02-2019,US,Tallahassee,20
09-02-2019,US,Tallahassee,25
10-02-2019,US,Tallahassee,38
10-02-2019,US,Tallahassee,38
11-02-2019,US,Tallahassee,36
12-02-2019,US,Tallahassee,16
13-02-2019,US,Tallahassee,23
14-02-2019,US,Tallahassee,45
15-02-2019,US,Tallahassee,29
16-02-2019,US,Tallahassee,25
17-02-2019,US,Tallahassee,26
18-02-2019,US,Tallahassee,25
19-02-2019,US,Tallahassee,25
20-02-2019,US,Tallahassee,41
21-02-2019,US,Tallahassee,29
22-02-2019,US,Tallahassee,20
23-02-2019,US,Tallahassee,25
24-02-2019,US,Tallahassee,28
25-02-2019,US,Tallahassee,20
26-02-2019,US,Tallahassee,28
27-02-2019,US,Tallahassee,34
28-02-2019,US,Tallahassee,27
01-03-2019,US,Tallahassee,23
02-03-2019,US,Tallahassee,26
03-03-2019,US,Tallahassee,20
04-03-2019,US,Tallahassee,50
05-03-2019,US,Tallahassee,30
06-03-2019,US,Tallahassee,59
07-03-2019,US,Tallahassee,55
08-03-2019,US,Tallahassee,17
09-03-2019,US,Tallahassee,19
10-03-2019,US,Tallahassee,41
10-03-2019,US,Tallahassee,41
11-03-2019,US,Tallahassee,31
12-03-2019,US,Tallahassee,29
13-03-2019,US,Tallahassee,29
14-03-2019,US,Tallahassee,38
15-03-2019,US,Tallahassee,38
16-03-2019,US,Tallahassee,33
17-03-2019,US,Tallahassee,38
18-03-2019,US,Tallahassee,53
19-03-2019,US,Tallahassee,61
20-03-2019,US,Tallahassee,53
21-03-2019,US,Tallahassee,57
22-03-2019,US,Tallahassee,51
23-03-2019,US,Tallahassee,57
24-03-2019,US,Tallahassee,50
25-03-2019,US,Tallahassee,36
26-03-2019,US,Tallahassee,40
27-03-2019,US,Tallahassee,38
28-03-2019,US,Tallahassee,42
29-03-2019,US,Tallahassee,25
30-03-2019,US,Tallahassee,27
31-03-2019,US,Tallahassee,19
01-04-2019,US,Tallahassee,25
02-04-2019,US,Tallahassee,20
03-04-2019,US,Tallahassee,20
04-04-2019,US,Tallahassee,33
05-04-2019,US,Tallahassee,30
06-04-2019,US,Tallahassee,66
07-04-2019,US,Tallahassee,55
08-04-2019,US,Tallahassee,23
09-04-2019,US,Tallahassee,28
10-04-2019,US,Tallahassee,39
10-04-2019,US,Tallahassee,39
11-04-2019,US,Tallahassee,31
12-04-2019,US,Tallahassee,52
13-04-2019,US,Tallahassee,42
14-04-2019,US,Tallahassee,33
15-04-2019,US,Tallahassee,17
16-04-2019,US,Tallahassee,34
17-04-2019,US,Tallahassee,44
18-04-2019,US,Tallahassee,43
19-04-2019,US,Tallahassee,24
20-04-2019,US,Tallahassee,18
21-04-2019,US,Tallahassee,22
22-04-2019,US,Tallahassee,33
23-04-2019,US,Tallahassee,41
24-04-2019,US,Tallahassee,41
25-04-2019,US,Tallahassee,45
26-04-2019,US,Tallahassee,27
27-04-2019,US,Tallahassee,38
28-04-2019,US,Tallahassee,42
29-04-2019,US,Tallahassee,53
30-04-2019,US,Tallahassee,40
01-05-2019,US,Tallahassee,23
02-05-2019,US,Tallahassee,23
03-05-2019,US,Tallahassee,22
04-05-2019,US,Tallahassee,30
05-05-2019,US,Tallahassee,24
06-05-2019,US,Tallahassee,58
07-05-2019,US,Tallahassee,35
08-05-2019,US,Tallahassee,20
09-05-2019,US,Tallahassee,56
10-05-2019,US,Tallahassee,30
10-05-2019,US,Tallahassee,30
11-05-2019,US,Tallahassee,41
12-05-2019,US,Tallahassee,51
13-05-2019,US,Tallahassee,30
14-05-2019,US,Tallahassee,31
15-05-2019,US,Tallahassee,39
16-05-2019,US,Tallahassee,56
17-05-2019,US,Tallahassee,59
18-05-2019,US,Tallahassee,56
19-05-2019,US,Tallahassee,42
20-05-2019,US,Tallahassee,45
21-05-2019,US,Tallahassee,55
22-05-2019,US,Tallahassee,50
23-05-2019,US,Tallahassee,33
24-05-2019,US,Tallahassee,39
25-05-2019,US,Tallahassee,60
26-05-2019,US,Tallahassee,68
27-05-2019,US,Tallahassee,65
28-05-2019,US,Tallahassee,64
29-05-2019,US,Tallahassee,66
30-05-2019,US,Tallahassee,41
31-05-2019,US,Tallahassee,37
01-06-2019,US,Tallahassee,32
02-06-2019,US,Tallahassee,28
03-06-2019,US,Tallahassee,23
04-06-2019,US,Tallahassee,29
05-06-2019,US,Tallahassee,25
06-06-2019,US,Tallahassee,32
07-06-2019,US,Tallahassee,24
08-06-2019,US,Tallahassee,24
09-06-2019,US,Tallahassee,49
10-06-2019,US,Tallahassee,30
10-06-2019,US,Tallahassee,30
11-06-2019,US,Tallahassee,50
12-06-2019,US,Tallahassee,51
13-06-2019,US,Tallahassee,40
14-06-2019,US,Tallahassee,41
15-06-2019,US,Tallahassee,35
16-06-2019,US,Tallahassee,25
17-06-2019,US,Tallahassee,15
18-06-2019,US,Tallahassee,18
19-06-2019,US,Tallahassee,23
20-06-2019,US,Tallahassee,62
21-06-2019,US,Tallahassee,73
22-06-2019,US,Tallahassee,65
23-06-2019,US,Tallahassee,63
24-06-2019,US,Tallahassee,74
25-06-2019,US,Tallahassee,79
26-06-2019,US,Tallahassee,59
27-06-2019,US,Tallahassee,61
28-06-2019,US,Tallahassee,41
29-06-2019,US,Tallahassee,22
30-06-2019,US,Tallahassee,20
01-07-2019,US,Tallahassee,30
02-07-2019,US,Tallahassee,43
03-07-2019,US,Tallahassee,53
04-07-2019,US,Tallahassee,33
05-07-2019,US,Tallahassee,39
06-07-2019,US,Tallahassee,27
07-07-2019,US,Tallahassee,44
08-07-2019,US,Tallahassee,41
09-07-2019,US,Tallahassee,54
10-07-2019,US,Tallahassee,30
11-07-2019,US,Tallahassee,41
12-07-2019,US,Tallahassee,46
13-07-2019,US,Tallahassee,58
14-07-2019,US,Tallahassee,63
15-07-2019,US,Tallahassee,69
16-07-2019,US,Tallahassee,72
17-07-2019,US,Tallahassee,59
18-07-2019,US,Tallahassee,48
19-07-2019,US,Tallahassee,35
20-07-2019,US,Tallahassee,25
21-07-2019,US,Tallahassee,25
22-07-2019,US,Tallahassee,21
23-07-2019,US,Tallahassee,21
24-07-2019,US,Tallahassee,25
25-07-2019,US,Tallahassee,40
26-07-2019,US,Tallahassee,35
27-07-2019,US,Tallahassee,33
28-07-2019,US,Tallahassee,30
29-07-2019,US,Tallahassee,46
30-07-2019,US,Tallahassee,51
31-07-2019,US,Tallahassee,53
01-08-2019,US,Tallahassee,29
02-08-2019,US,Tallahassee,48
03-08-2019,US,Tallahassee,38
04-08-2019,US,Tallahassee,27
05-08-2019,US,Tallahassee,32
06-08-2019,US,Tallahassee,29
07-08-2019,US,Tallahassee,29
08-08-2019,US,Tallahassee,43
09-08-2019,US,Tallahassee,60
10-08-2019,US,Tallahassee,30
11-08-2019,US,Tallahassee,26
12-08-2019,US,Tallahassee,41
13-08-2019,US,Tallahassee,40
14-08-2019,US,Tallahassee,30
15-08-2019,US,Tallahassee,28
16-08-2019,US,Tallahassee,30
17-08-2019,US,Tallahassee,29
18-08-2019,US,Tallahassee,22
19-08-2019,US,Tallahassee,25
20-08-2019,US,Tallahassee,49
21-08-2019,US,Tallahassee,35
22-08-2019,US,Tallahassee,32
23-08-2019,US,Tallahassee,31
24-08-2019,US,Tallahassee,31
25-08-2019,US,Tallahassee,26
26-08-2019,US,Tallahassee,32
27-08-2019,US,Tallahassee,22
28-08-2019,US,Tallahassee,35
29-08-2019,US,Tallahassee,38
30-08-2019,US,Tallahassee,39
31-08-2019,US,Tallahassee,25
01-09-2019,US,Tallahassee,22
02-09-2019,US,Tallahassee,38
03-09-2019,US,Tallahassee,35
04-09-2019,US,Tallahassee,22
05-09-2019,US,Tallahassee,30
06-09-2019,US,Tallahassee,27
07-09-2019,US,Tallahassee,33
08-09-2019,US,Tallahassee,52
09-09-2019,US,Tallahassee,47
10-09-2019,US,Tallahassee,33
11-09-2019,US,Tallahassee,23
12-09-2019,US,Tallahassee,28
13-09-2019,US,Tallahassee,31
14-09-2019,US,Tallahassee,28
15-09-2019,US,Tallahassee,33
16-09-2019,US,Tallahassee,38
17-09-2019,US,Tallahassee,50
18-09-2019,US,Tallahassee,59
19-09-2019,US,Tallahassee,30
20-09-2019,US,Tallahassee,32
21-09-2019,US,Tallahassee,33
22-09-2019,US,Tallahassee,26
23-09-2019,US,Tallahassee,30
24-09-2019,US,Tallahassee,49
25-09-2019,US,Tallahassee,46
26-09-2019,US,Tallahassee,54
27-09-2019,US,Tallahassee,57
28-09-2019,US,Tallahassee,44
29-09-2019,US,Tallahassee,28
30-09-2019,US,Tallahassee,38
30-09-2019,US,Tallahassee,38
01-10-2019,US,Tallahassee,24
02-10-2019,US,Tallahassee,37
03-10-2019,US,Tallahassee,34
04-10-2019,US,Tallahassee,31
05-10-2019,US,Tallahassee,32
06-10-2019,US,Tallahassee,30
07-10-2019,US,Tallahassee,31
08-10-2019,US,Tallahassee,50
09-10-2019,US,Tallahassee,52
10-10-2019,US,Tallahassee,30
11-10-2019,US,Tallahassee,31
12-10-2019,US,Tallahassee,26
13-10-2019,US,Tallahassee,30
14-10-2019,US,Tallahassee,26
15-10-2019,US,Tallahassee,29
